Species,Number,Site,date collected,complete increments,O/T,Age,D1 (mm) (to edge),D2 (mm),D3 (mm),otolith measurement check & comments,initial oto reader (initials),checker (initials),SL (mm),FL (mm),TL (mm),whole Body mass (g),gonad mass (g),somatic mass (g),Predicted TL 2022,Predicted TL 2021,Predicted Somatic Mass (g) 2022,Predicted Somatic Mass (g) 2021,Predicted growth 2021-2022 (g)
OXCA,2022-OXCA-SMK-128,SMK,9/15/22,4,O,4,1.6,1.6,1.486,"yes, MAS altered",AV,,159,.,187,62.9,4.42,58.5,209,197,78.4,65.4,13
OXCA,2022-OXCA-SMK-129,SMK,9/15/22,,,,,,,,AV,,176,.,196,68.9,1.82,67.1,,0,,,
OXCA,2022-OXCA-SMK-130,SMK,9/15/22,,,,,,,,AV,,175,.,206,84.6,3.61,81,,0,,,
OXCA,2022-OXCA-SMK-131,SMK,9/15/22,,,,,,,,AV,,169,.,198,74.5,2.36,72.1,,0,,,
OXCA,2022-OXCA-SMK-132,SMK,9/15/22,,,,,,,,AV,,172,.,201,82,5.69,76.3,,0,,,
OXCA,2022-OXCA-SMK-133,SMK,9/15/22,,,,,,,,AV,,172,.,204,89.8,4.65,85.2,,0,,,
OXCA,2022-OXCA-SMK-134,SMK,9/15/22,,,,,,,,AV,,154,.,180,50.7,2.06,48.6,,0,,,
OXCA,2022-OXCA-SMK-135,SMK,9/15/22,,,,,,,,AV,,151,.,176,56.8,1.91,54.9,,0,,,
OXCA,2022-OXCA-SMK-136,SMK,9/15/22,,,,,,,,AV,,147,.,173,55.2,1.86,53.3,,0,,,
OXCA,2022-OXCA-SMK-137,SMK,9/15/22,,,,,,,,AV,,181,.,213,95.8,3.7,92.1,,0,,,
OXCA,2022-OXCA-SMK-138,SMK,9/15/22,,,,,,,,AV,,169,.,200,89.2,4.06,85.1,,0,,,
OXCA,2022-OXCA-SMK-139,SMK,9/15/22,,,,,,,,AV,,175,,205,91.5,2.7,88.8,,0,,,
OXCA,2022-OXCA-SMK-140,SMK,9/29/22,,,,,,,,AV,,166,.,198,69.2,2.8,66.4,,0,,,
OXCA,2022-OXCA-SMK-141,SMK,9/29/22,,,,,,,,AV,,180,.,212,85.4,2.26,83.1,,0,,,
OXCA,2022-OXCA-WNR-001,WNR,5/24/22,6,T,7,1.883,1.883,1.806,"yes, MAS altered",AV,,202,.,235,130.1,3.34,126.8,238,230,117.9,106.1,11.9
OXCA,2022-OXCA-WNR-002,WNR,5/24/22,4,T,5,1.475,1.475,1.393,"yes, MAS altered",AV,,191,.,220,106.1,6.45,99.7,196,188,64.2,56,8.3
OXCA,2022-OXCA-WNR-003,WNR,5/24/22,2,T,3,1.466,1.466,1.397,"yes, MAS altered",AV,,182,.,214,75.7,2.92,72.8,195,188,63.3,56.4,6.9
OXCA,2022-OXCA-WNR-004,WNR,5/24/22,4,T,5,1.674,1.674,1.584,"yes, MAS",AV,,183,.,214,94.1,4.8,89.3,216,207,87.7,76.5,11.2
OXCA,2022-OXCA-WNR-005,WNR,5/24/22,2,O,2,1.266,1.221,1.024,"yes, MAS",AV,,159,.,189,61.5,4.53,57,170,150,41.1,27.6,13.5
OXCA,2022-OXCA-WNR-006,WNR,5/24/22,2,O,2,1.36,1.271,0.869,"yes, MAS",AV,,176,.,208,81.4,4.97,76.4,175,134,45.1,19.4,25.7
OXCA,2022-OXCA-WNR-007,WNR,5/24/22,4,T,5,1.589,1.589,1.474,"yes, MAS altered",AV,,186,.,219,95.5,2.85,92.7,208,196,77.1,64.1,12.9
OXCA,2022-OXCA-WNR-008,WNR,5/24/22,4,O,4,1.616,1.543,1.446,"yes, MAS",AV,,174,.,203,78.2,5.5,72.7,203,193,71.7,61.2,10.5
OXCA,2022-OXCA-WNR-009,WNR,5/24/22,4,O,4,1.905,1.838,1.725,"yes, MAS",AV,,184,.,216,95.8,6.45,89.4,233,222,110.9,94.5,16.4
OXCA,2022-OXCA-WNR-010,WNR,6/9/22,4,T,5,1.539,1.539,1.347,"yes, MAS",AV,,210,.,257,169.4,15.39,154,203,183,71.2,51.7,19.6
OXCA,2022-OXCA-WNR-011,WNR,6/9/22,5,O,5,1.908,1.889,1.675,"yes, MAS altered",AV,,198,.,238,140.5,13.65,126.9,238,216,118.9,87.8,31.1
OXCA,2022-OXCA-WNR-012,WNR,6/9/22,4,O,4,1.707,1.666,1.584,"yes, MAS",AV,,170,.,202,90.3,9.13,81.2,216,207,86.6,76.5,10.2
OXCA,2022-OXCA-WNR-013,WNR,6/9/22,6,T,7,1.763,1.763,1.656,"yes, MAS altered",AV,,193,.,230,117.7,8.57,109.1,226,215,99.8,85.4,14.5
OXCA,2022-OXCA-WNR-014,WNR,6/9/22,5,T,6,1.693,1.693,1.632,"yes, MAS altered",AV,,188,.,227,109.3,10.71,98.6,218,212,90.2,82.3,7.9
OXCA,2022-OXCA-WNR-015,WNR,6/9/22,2,T,3,1.529,1.529,1.408,"yes, MAS",AV,,166,.,200,74.9,7.52,67.4,202,189,70.1,57.4,12.7
OXCA,2022-OXCA-WNR-016,WNR,6/9/22,5,O,5,1.739,1.686,1.589,"yes, MAS altered",AV,,182,.,217,105.2,7.22,98,218,208,89.3,77.1,12.2
OXCA,2022-OXCA-WNR-017,WNR,6/9/22,4,O,4,1.667,1.64,1.477,"yes, MAS altered",AV,,175,.,209,97.6,10.02,87.6,213,196,83.3,64.5,18.9
OXCA,2022-OXCA-WNR-018,WNR,6/9/22,3,T,4,1.633,1.633,1.582,"yes, MAS altered",AV,,179,.,215,91.6,9.19,82.4,212,207,82.4,76.2,6.2
OXCA,2022-OXCA-WNR-019,WNR,6/9/22,6,O,6,1.731,1.691,1.637,"yes, MAS altered",AV,,180,.,214,107.3,11.83,95.5,218,213,89.9,82.9,7
OXCA,2022-OXCA-WNR-020,WNR,6/9/22,4,O,4,1.508,1.471,1.356,"yes, MAS altered",AV,,176,.,210,87.2,6.1,81.1,196,184,63.8,52.5,11.3
OXCA,2022-OXCA-WNR-021,WNR,6/9/22,6,O,6,1.746,1.723,1.626,"yes, MAS altered",AV,,184,.,222,114.8,7.17,107.6,221,211,94.2,81.6,12.7
OXCA,2022-OXCA-WNR-022,WNR,6/9/22,4,O,4,1.471,1.458,1.343,"yes, MAS",AV,,178,.,210,106.2,11.12,95.1,194,182,62.5,51.3,11.2
OXCA,2022-OXCA-WNR-023,WNR,6/9/22,5,O,5,1.632,1.587,1.49,"yes, MAS",AV,,189,.,224,107,9.71,97.3,207,198,76.8,65.8,11
OXCA,2022-OXCA-WNR-024,WNR,6/9/22,,,,,,,"don't use, broken",AV,,187,.,224,105.5,11.94,93.6,,0,,,
OXCA,2022-OXCA-WNR-025,WNR,6/9/22,6,T,7,1.805,1.805,1.673,"yes, MAS altered",AV,,192,.,233,109.7,10.68,99,230,216,105.9,87.5,18.4
OXCA,2022-OXCA-WNR-026,WNR,6/9/22,5,O,5,1.478,1.428,1.353,"yes, MAS altered",AV,,183,.,220,109.8,10.36,99.4,191,183,59.4,52.2,7.2
OXCA,2022-OXCA-WNR-027,WNR,6/9/22,5,O,5,1.733,1.685,1.538,"yes, MAS altered",AV,,175,.,210,95.1,9.16,85.9,218,202,89.1,71.1,18
OXCA,2022-OXCA-WNR-028,WNR,6/9/22,3,O,3,1.506,1.436,1.292,"yes, MAS altered",AV,,153,.,183,53.8,3.94,49.9,192,177,60.2,46.8,13.4
OXCA,2022-OXCA-WNR-029,WNR,6/9/22,3,O,3,1.462,1.426,1.254,"yes, MAS",AV,,167,.,197,71,6.71,64.3,191,173,59.2,43.7,15.5
OXCA,2022-OXCA-WNR-030,WNR,6/9/22,5,O,5,1.933,1.91,1.806,"yes, MAS altered",AV,,194,.,231,116.2,4.8,111.4,241,230,122.3,106.1,16.2
OXCA,2022-OXCA-WNR-031,WNR,6/9/22,1,T,2,1.349,1.349,1.252,"yes, MAS",AV,,141,.,171,45.6,5.31,40.3,183,173,51.9,43.5,8.3
OXCA,2022-OXCA-WNR-032,WNR,6/9/22,5,O,5,1.54,1.483,1.366,"yes, MAS altered",AV,,185,.,221,96.7,8.11,88.6,197,185,65.1,53.4,11.7
OXCA,2022-OXCA-WNR-033,WNR,6/9/22,4,O,4,1.389,1.344,1.224,"yes, MAS",AV,,159,.,190,64.9,6.56,58.3,183,170,51.4,41.3,10.1
OXCA,2022-OXCA-WNR-034,WNR,6/9/22,5,O,5,1.527,1.506,1.451,"yes, MAS",AV,,180,.,216,99.9,10.38,89.5,199,194,67.6,61.7,5.8
OXCA,2022-OXCA-WNR-035,WNR,6/9/22,3,T,4,1.37,1.37,1.253,"yes, MAS altered",AV,,166,.,194,67.2,6.54,60.7,185,173,53.8,43.6,10.2
OXCA,2022-OXCA-WNR-036,WNR,6/9/22,4,O,4,1.596,1.552,1.38,"yes, MAS",AV,,180,.,215,88.8,4.8,84,204,186,72.7,54.7,18
OXCA,2022-OXCA-WNR-037,WNR,6/9/22,1,T,2,1.327,1.327,1.259,"yes, MAS",AV,,145,.,177,53,5.42,47.6,181,174,49.9,44.1,5.8
OXCA,2022-OXCA-WNR-038,WNR,6/23/22,3,T,4,1.567,1.567,1.496,"yes, MAS altered",AV,,162,.,195,64.1,4.5,59.6,205,198,74.5,66.5,8
OXCA,2022-OXCA-WNR-039,WNR,6/23/22,4,T,5,1.563,1.563,1.439,"yes, MAS altered",AV,,180,.,216,85.9,3.2,82.7,205,192,74,60.5,13.5
OXCA,2022-OXCA-WNR-040,WNR,6/23/22,2,T,3,1.47,1.47,1.32,"yes, MAS",AV,,150,.,180,51.6,3.52,48.1,195,180,63.7,49.3,14.5
OXCA,2022-OXCA-WNR-041,WNR,6/23/22,4,T,5,1.61,1.61,1.566,"don't use, poor structure",AV,,186,.,220,99.1,4.26,94.8,,,,,
OXCA,2022-OXCA-WNR-042,WNR,6/23/22,6,T,7,1.552,1.552,1.483,"yes, MAS altered",AV,,170,.,206,82.1,5.33,76.8,204,197,72.7,65.1,7.6
OXCA,2022-OXCA-WNR-043,WNR,6/23/22,4,O,4,1.461,1.421,1.347,"yes, MAS",AV,,166,.,200,70.6,4.12,66.5,190,183,58.7,51.7,7
OXCA,2022-OXCA-WNR-044,WNR,6/23/22,5,O,5,1.733,1.671,1.457,"yes, MAS",AV,,180,.,214,103.1,8.06,95,216,194,87.3,62.4,24.9
OXCA,2022-OXCA-WNR-045,WNR,6/23/22,5,O,5,1.607,1.559,1.368,"yes, MAS altered",AV,,173,.,208,76.9,4.05,72.9,205,185,73.5,53.6,19.9
OXCA,2022-OXCA-WNR-046,WNR,6/23/22,5,T,6,1.563,1.563,1.462,"yes, MAS altered",AV,,185,.,218,104.5,7.92,96.6,205,195,74,62.9,11.1
OXCA,2022-OXCA-WNR-047,WNR,7/6/22,4,T,5,1.603,1.603,1.475,"yes, MAS altered",AV,,173,.,202,85.1,7.63,77.5,209,196,78.7,64.2,14.5
OXCA,2022-OXCA-WNR-048,WNR,7/6/22,3,T,4,1.583,1.583,1.475,"yes, MAS altered",AV,,167,.,198,69.4,8.06,61.3,207,196,76.3,64.2,12.1
OXCA,2022-OXCA-WNR-049,WNR,7/6/22,3,T,4,1.496,1.496,1.43,"yes, MAS altered",AV,,163,.,194,71.6,5.16,66.4,198,191,66.5,59.6,6.9
OXCA,2022-OXCA-WNR-050,WNR,7/6/22,3,T,4,1.51,1.51,1.424,"yes, MAS altered",AV,,175,.,208,83.1,6.23,76.9,200,191,68,59,9
OXCA,2022-OXCA-WNR-051,WNR,7/6/22,1,T,2,1.383,1.383,1.246,"yes, MAS",AV,,154,.,184,58,4.36,53.6,187,172,55,43,12
OXCA,2022-OXCA-WNR-052,WNR,7/6/22,5,O,5,1.567,1.535,1.43,"yes, MAS",AV,,174,.,207,91.1,11.35,79.8,202,191,70.8,59.6,11.2
OXCA,2022-OXCA-WNR-053,WNR,7/6/22,1,T,2,1.321,1.321,1.158,"yes, MAS altered",AV,,163,,195,82,9.68,72.3,180,163,49.3,36.4,13
OXCA,2022-OXCA-WNR-054,WNR,7/6/22,5,T,6,1.741,1.741,1.68,"yes, MAS altered",AV,,186,,219,115.9,15.82,100.1,223,217,96.7,88.5,8.3
OXCA,2022-OXCA-WNR-055,WNR,7/6/22,4,T,5,1.725,1.725,1.65,"yes, MAS altered",AV,,182,,215,84.3,7.65,76.7,222,214,94.5,84.6,9.9
OXCA,2022-OXCA-WNR-056,WNR,7/6/22,3,T,4,1.507,1.507,1.429,"yes, MAS altered",AV,,160,,190,60.5,4.29,56.2,199,191,67.7,59.5,8.2
OXCA,2022-OXCA-WNR-057,WNR,8/9/22,7,O,7,1.611,1.568,1.46,"yes, MAS altered",AV,,183,.,218,106.5,14.37,92.1,206,194,74.6,62.7,11.9
OXCA,2022-OXCA-WNR-058,WNR,8/9/22,5,O,5,1.606,1.571,1.487,"yes, MAS altered",AV,,173,.,207,90.6,10.62,80,206,197,74.9,65.5,9.4
OXCA,2022-OXCA-WNR-059,WNR,8/9/22,4,T,5,1.382,1.382,1.282,"yes, MAS altered",AV,,180,.,212,106.6,11.16,95.4,186,176,54.9,46,8.9
OXCA,2022-OXCA-WNR-060,WNR,8/9/22,5,O,5,1.603,1.576,1.493,"yes, MAS altered",AV,,182,.,214,96.5,6.21,90.3,206,198,75.5,66.2,9.4
OXCA,2022-OXCA-WNR-061,WNR,8/9/22,6,O,6,1.718,1.668,1.595,"yes, MAS altered",AV,,187,.,221,89.2,5.24,84,216,208,86.9,77.8,9.1
OXCA,2022-OXCA-WNR-062,WNR,8/9/22,3,T,4,1.522,1.522,1.432,"yes, MAS",AV,,167,.,199,63.5,,63.5,201,192,69.3,59.8,9.5
OXCA,2022-OXCA-WNR-063,WNR,8/9/22,5,O,5,1.504,1.466,1.354,"yes, MAS",AV,,187,.,220,110.9,9.81,101.1,195,184,63.3,52.3,11
OXCA,2022-OXCA-WNR-064,WNR,8/9/22,2,T,3,1.379,1.379,1.284,"yes, MAS",AV,,156,.,187,61.4,3.81,57.6,186,176,54.6,46.2,8.5
OXCA,2022-OXCA-WNR-065,WNR,8/9/22,5,O,5,1.629,1.586,1.522,"yes, MAS altered",AV,,189,.,225,104,3.55,100.5,207,201,76.7,69.3,7.4
OXCA,2022-OXCA-WNR-066,WNR,8/9/22,4,O,4,1.559,1.506,1.372,"yes, MAS altered",AV,,165,.,198,63.3,,63.3,199,185,67.6,54,13.6
OXCA,2022-OXCA-WNR-067,WNR,8/9/22,6,O,6,1.672,1.622,1.533,"yes, MAS altered",AV,,186,.,220,95.4,5.95,89.5,211,202,81.1,70.6,10.5
OXCA,2022-OXCA-WNR-068,WNR,8/9/22,4,O,4,1.752,1.693,1.549,"yes, MAS",AV,,177,.,209,99.5,9.52,90,218,204,90.2,72.4,17.8
OXCA,2022-OXCA-WNR-069,WNR,8/9/22,3,T,4,1.371,1.371,1.318,"yes, MAS",AV,,174,.,206,79,2.12,76.9,185,180,53.9,49.1,4.8
OXCA,2022-OXCA-WNR-070,WNR,8/9/22,4,T,5,1.666,1.666,1.56,"yes, MAS altered",AV,,166,.,200,62.5,1.63,60.9,216,205,86.6,73.6,13
OXCA,2022-OXCA-WNR-071,WNR,8/16/22,6,T,7,1.478,1.478,1.37,"yes, MAS altered",AV,,197,.,232,109.7,8.77,100.9,196,185,64.6,53.8,10.8
OXCA,2022-OXCA-WNR-072,WNR,8/16/22,5,O,5,1.669,1.61,1.534,"yes, MAS altered",AV,,181,.,211,82.3,3.29,79,210,202,79.6,70.7,8.9
OXCA,2022-OXCA-WNR-073,WNR,8/16/22,6,O,6,1.729,1.664,1.544,"yes, MAS altered",AV,,183,.,216,92,6.53,85.5,215,203,86.4,71.8,14.6
OXCA,2022-OXCA-WNR-074,WNR,8/16/22,3,O,3,1.559,1.491,1.38,"yes, MAS altered",AV,,167,.,200,70.7,4.88,65.8,198,186,65.9,54.7,11.2
OXCA,2022-OXCA-WNR-075,WNR,8/16/22,6,O,6,1.601,1.547,1.394,"yes, MAS altered",AV,,182,.,219,104.3,7.57,96.7,203,188,72.2,56.1,16.1
OXCA,2022-OXCA-WNR-076,WNR,9/1/22,6,O,6,1.607,1.565,1.467,"yes, MAS altered",AV,,184,.,220,112.6,7.45,105.2,205,195,74.2,63.4,10.8
OXCA,2022-OXCA-WNR-077,WNR,9/1/22,3,T,4,1.512,1.512,1.417,"yes, MAS altered",AV,,158,.,186,68.6,5.78,62.8,200,190,68.2,58.3,9.9
OXCA,2022-OXCA-WNR-078,WNR,9/1/22,3,T,4,1.368,1.368,1.301,"yes, MAS",AV,,168,.,198,73.5,5.52,68,185,178,53.6,47.6,6
OXCA,2022-OXCA-WNR-079,WNR,9/1/22,2,O,2,1.276,1.252,1.096,"yes, MAS altered",AV,,144,.,171,46.5,2.54,44,173,157,43.5,32.1,11.4
OXCA,2022-OXCA-WNR-080,WNR,9/1/22,6,T,7,1.84,1.84,1.759,"yes, MAS altered",AV,,195,.,230,123.1,7.99,115.1,233,225,111.2,99.3,12
OXCA,2022-OXCA-WNR-081,WNR,9/1/22,3,T,4,1.549,1.549,1.41,"yes, MAS",AV,,153,.,180,63.3,5.87,57.4,204,189,72.4,57.6,14.8
OXCA,2022-OXCA-WNR-082,WNR,9/1/22,3,O,3,1.473,1.402,1.26,"yes, MAS altered",AV,,159,.,190,80.5,7.92,72.6,188,174,56.8,44.2,12.7
OXCA,2022-OXCA-WNR-083,WNR,9/1/22,5,O,5,1.419,1.374,1.301,"yes, MAS altered",AV,,176,.,206,93,12.88,80.1,186,178,54.2,47.6,6.6
OXCA,2022-OXCA-WNR-084,WNR,9/1/22,2,O,2,1.254,1.202,1.103,"yes, MAS altered",AV,,150,.,180,53.6,3.32,50.3,168,158,39.6,32.6,7
OXCA,2022-OXCA-WNR-085,WNR,9/1/22,6,O,6,1.729,1.646,1.548,"yes, MAS altered",AV,,178,.,214,97,6.06,90.9,214,203,84.1,72.3,11.8
OXCA,2022-OXCA-WNR-086,WNR,9/1/22,0,T,1,1.048,1.048,0,"yes, MAS",AV,,118,.,141,25.7,1.25,24.5,152,0,29,0,29
OXCA,2022-OXCA-WNR-087,WNR,9/1/22,0,T,1,0.971,0.971,0,"yes, MAS",AV,,100,.,120,16.5,1.07,15.4,144,0,24.6,0,24.6
OXCA,2022-OXCA-WNR-088,WNR,9/1/22,4,T,5,1.599,1.599,1.53,"yes, MAS",AV,,169,.,199,76.2,4.36,71.8,209,202,78.3,70.2,8
OXCA,2022-OXCA-WNR-089,WNR,9/1/22,1,T,2,1.406,1.406,1.289,"yes, MAS",AV,,152,.,180,57.8,3.26,54.5,189,177,57.2,46.6,10.7
OXCA,2022-OXCA-WNR-090,WNR,9/1/22,0,T,1,1.165,1.165,0,"yes, MAS",AV,,123,.,148,30,2.73,27.3,164,0,36.9,0,36.9
OXCA,2022-OXCA-WNR-091,WNR,9/14/22,0,T,1,1.01,1.01,0,"yes, MAS",AV,,113,.,139,20.3,0.19,20.1,148,0,26.8,0,26.8
OXCA,2022-OXCA-WNR-092,WNR,9/14/22,3,T,4,1.535,1.535,1.44,"yes, MAS",AV,,168,.,203,73.8,3.55,70.3,202,192,70.8,60.6,10.2
OXCA,2022-OXCA-WNR-093,WNR,9/14/22,0,T,1,1.052,1.052,0,"yes, MAS",AV,,101,.,121,13.4,0.46,12.9,153,0,29.3,0,29.3
OXCA,2022-OXCA-WNR-094,WNR,9/14/22,1,T,2,1.21,1.21,1.111,"yes, MAS",AV,,134,.,162,34.8,1.96,32.8,169,159,40.2,33.1,7.1
OXCA,2022-OXCA-WNR-095,WNR,9/14/22,0,T,1,1.148,1.148,0,"yes, MAS",AV,,123,.,141,28,1.04,27,162,0,35.6,0,35.6
OXCA,2022-OXCA-WNR-096,WNR,9/14/22,6,O,6,1.515,1.472,1.356,"yes, MAS altered",AV,,177,.,212,83.6,4.54,79.1,196,184,63.9,52.5,11.4
OXCA,2022-OXCA-WNR-097,WNR,9/14/22,2,T,3,1.396,1.396,1.262,"yes, MAS",AV,,152,.,183,53.4,3.84,49.6,188,174,56.3,44.3,11.9
OXCA,2022-OXCA-WNR-098,WNR,9/14/22,3,O,3,1.325,1.143,0.929,"yes, MAS altered",AV,,153,.,184,64.4,6.92,57.5,162,140,35.3,22.3,13
OXCA,2022-OXCA-WNR-099,WNR,9/14/22,4,O,4,1.59,1.522,1.403,"yes, MAS",AV,,180,.,216,89.6,3.63,86,201,189,69.3,56.9,12.4
OXCA,2022-OXCA-WNR-100,WNR,9/14/22,3,T,4,1.458,1.458,1.335,"yes, MAS altered",AV,,160,.,191,87.3,3.84,83.5,194,182,62.5,50.6,11.9
OXCA,2022-OXCA-WNR-101,WNR,9/14/22,0,T,1,0.824,0.824,0,"yes, MAS",AV,,109,.,131,19.4,1.06,18.3,129,0,17.4,0,17.4
OXCA,2022-OXCA-WNR-102,WNR,9/14/22,4,O,4,1.416,1.391,1.268,"yes, MAS altered",AV,,164,.,192,67.2,3.65,63.6,187,175,55.8,44.8,11
OXCA,2022-OXCA-WNR-103,WNR,9/14/22,2,O,2,1.589,1.521,1.251,"yes, MAS",AV,,167,.,199,79.8,7.23,72.6,201,173,69.2,43.4,25.8
OXCA,2022-OXCA-WNR-104,WNR,9/14/22,4,O,4,1.45,1.418,1.32,"yes, MAS altered",AV,,172,.,207,74.1,3.87,70.2,190,180,58.4,49.3,9.2
OXCA,2022-OXCA-WNR-105,WNR,9/14/22,2,O,2,1.303,1.233,0.922,"yes, MAS altered",AV,,158,.,188,55.8,2.43,53.4,171,139,42,22,20
OXCA,2022-OXCA-WNR-106,WNR,9/14/22,6,O,6,1.813,1.785,1.712,"yes, MAS",AV,,197,.,230,110.3,9.82,100.5,228,220,103,92.7,10.3
OXCA,2022-OXCA-WNR-107,WNR,9/14/22,6,O,6,1.685,1.653,1.592,"yes, MAS altered",AV,,179,.,211,89.7,4.06,85.6,214,208,85,77.4,7.5
OXCA,2022-OXCA-WNR-108,WNR,9/14/22,4,O,4,1.526,1.449,1.377,"yes, MAS altered",AV,,180,.,212,76.6,6.19,70.4,193,186,61.5,54.5,7.1
OXCA,2022-OXCA-WNR-109,WNR,9/14/22,4,O,4,1.907,1.855,1.685,"yes, MAS altered",AV,,183,.,215,78.1,2.64,75.5,235,218,113.5,89.1,24.4
OXCA,2022-OXCA-WNR-110,WNR,9/14/22,0,T,1,1.194,1.194,0,"yes, MAS",AV,,121,.,149,24.7,0.81,23.9,167,0,39,0,39
OXCA,2022-OXCA-WNR-111,WNR,9/14/22,5,O,5,1.792,1.744,1.681,"yes, MAS altered",AV,,174,.,206,78.3,6,72.3,224,217,97.1,88.6,8.5
OXCA,2022-OXCA-WNR-112,WNR,9/14/22,4,O,4,1.669,1.613,1.502,"yes, MAS",AV,,181,.,222,86.2,4.9,81.3,210,199,80,67.1,12.8
OXCA,2022-OXCA-WNR-113,WNR,9/14/22,4,O,4,1.544,1.497,1.406,"yes, MAS altered",AV,,153,.,183,55.2,3.84,51.4,198,189,66.6,57.2,9.4
OXCA,2022-OXCA-WNR-114,WNR,9/14/22,1,O,1,1.133,1.092,0,"yes, MAS altered",AV,,128,.,154,27.9,0.55,27.4,157,0,31.8,0,31.8
OXCA,2022-OXCA-WNR-115,WNR,9/14/22,,,,,,,,AV,,173,.,205,73.8,3.51,70.3,,0,,,
OXCA,2022-OXCA-WNR-116,WNR,9/14/22,0,T,1,1.022,1.022,0,"yes, MAS",AV,,107,.,127,17.8,0.31,17.5,150,0,27.5,0,27.5
OXCA,2022-OXCA-WNR-117,WNR,9/14/22,4,O,4,1.808,1.75,1.579,"yes, MAS altered",AV,,164,.,198,66.2,2.95,63.3,224,207,98,75.9,22.1
OXCA,2022-OXCA-WNR-118,WNR,9/14/22,4,T,5,1.55,1.55,1.406,"yes, MAS",AV,,174,.,207,86,3.42,82.6,204,189,72.5,57.2,15.3
OXCA,2022-OXCA-WNR-119,WNR,9/14/22,6,T,7,1.509,1.509,1.479,"yes, MAS",AV,,178,.,215,90.5,11.47,79,199,196,67.9,64.7,3.2
OXCA,2022-OXCA-WNR-120,WNR,9/14/22,2,O,2,1.522,1.421,1.101,"yes, MAS",AV,,153,.,188,62.6,6.42,56.2,190,158,58.7,32.4,26.3
OXCA,2022-OXCA-WNR-121,WNR,9/14/22,3,O,3,1.803,1.715,1.44,"yes, MAS altered",AV,,170,.,206,80.3,7.79,72.5,221,192,93.1,60.6,32.5
OXCA,2022-OXCA-WNR-122,WNR,9/14/22,0,T,1,1.084,1.084,0,"yes, MAS",AV,,118,.,142,25.5,0.26,25.2,156,0,31.3,0,31.3
OXCA,2022-OXCA-WNR-123,WNR,9/14/22,4,O,4,1.615,1.52,1.311,"yes, MAS altered",AV,,180,.,215,83.1,4.31,78.8,201,179,69.1,48.5,20.6
OXCA,2022-OXCA-WNR-124,WNR,9/14/22,2,O,2,1.374,1.319,1.339,"yes, MAS altered",AV,,141,.,167,38.4,1.75,36.7,180,182,49.2,51,-1.8
OXCA,2022-OXCA-WNR-125,WNR,9/14/22,2,O,2,1.331,1.284,1.149,"yes, MAS altered",AV,,150,.,180,47.8,2.05,45.8,176,163,46.2,35.7,10.4
OXCA,2022-OXCA-WNR-126,WNR,9/14/22,0,T,1,0.893,0.893,0,"yes, MAS",AV,,110,.,131,19.2,0.5,18.7,136,0,20.5,0,20.5
OXCA,2022-OXCA-WNR-127,WNR,9/14/22,,,,,,,,AV,,174,.,210,80.4,5.32,75.1,,0,,,
OXCA,2022-OXCA-WNR-128,WNR,9/14/22,,,,,,,,AV,,134,.,162,35,1.2,33.8,,0,,,
OXCA,2022-OXCA-WNR-129,WNR,9/14/22,,,,,,,,AV,,167,.,205,69.5,5.24,64.3,,0,,,
OXCA,2022-OXCA-WNR-130,WNR,9/14/22,,,,,,,,AV,,176,.,207,76,5.87,70.1,,0,,,
OXCA,2022-OXCA-WNR-131,WNR,9/14/22,,,,,,,,AV,,181,.,218,93.1,5.13,88,,0,,,
OXCA,2022-OXCA-WNR-132,WNR,9/14/22,1,T,2,1.305,1.305,1.139,"yes, MAS",AV,,147,.,178,47.4,3.28,44.1,179,162,48,35,12.9
OXCA,2022-OXCA-WNR-133,WNR,9/14/22,,,,,,,,AV,,176,.,214,73.9,0.1,73.8,,0,,,
OXCA,2022-OXCA-WNR-134,WNR,9/14/22,,,,,,,,AV,,127,.,155,32.9,1.66,31.2,,0,,,
OXCA,2022-OXCA-WNR-135,WNR,9/14/22,,,,,,,,AV,,114,.,138,20.4,1.14,19.3,,0,,,
OXCA,2022-OXCA-WNR-136,WNR,9/14/22,,,,,,,,AV,,138,.,163,46.7,1.93,44.8,,0,,,
OXCA,2022-OXCA-WNR-137,WNR,9/14/22,,,,,,,,AV,,155,.,186,56.2,3.18,53,,0,,,
OXCA,2022-OXCA-WNR-138,WNR,9/14/22,,,,,,,,,,134,.,158,34.8,0.34,34.5,,0,,,
OXCA,2022-OXCA-WNR-139,WNR,9/14/22,,,,,,,,,,114,.,136,21.2,0.9,20.3,,0,,,
OXCA,2022-OXCA-WNR-140,WNR,9/14/22,,,,,,,,,,116,.,142,25.5,0.9,24.6,,0,,,
OXCA,2022-OXCA-WNR-141,WNR,9/28/22,,,,,,,,,,167,.,199,67.7,6.23,61.5,,0,,,
OXCA,2022-OXCA-WNR-142,WNR,9/28/22,,,,,,,,,,172,.,203,61.7,2.31,59.4,,0,,,
OXCA,2022-OXCA-WNR-143,WNR,9/28/22,,,,,,,,,,175,.,209,82.3,4.32,78,,0,,,
OXCA,2022-OXCA-WNR-144,WNR,9/28/22,,,,,,,,,,174,.,210,88.7,6.08,82.6,,0,,,
OXCA,2022-OXCA-WNR-145,WNR,9/28/22,,,,,,,,,,182,.,217,75,1.7,73.3,,0,,,
OXCA,2022-OXCA-WNR-146,WNR,9/28/22,,,,,,,,,,164,.,197,76.8,4.3,72.5,,0,,,
