Species,Number,Site,date collected,complete increments,O/T,Age,D1 (mm) (to edge),D2 (mm),D3 (mm),otolith measurement check & comments,initial oto reader (initials),checker (initials),SL (mm),FL (mm),TL (mm),whole Body mass (g),gonad mass (g),somatic mass (g),Predicted TL 2022,Predicted TL 2021,Predicted Somatic Mass (g) 2022,Predicted Somatic Mass (g) 2021,Predicted growth 2021-2022 (g)
CHPU,2022-CHPU-SMK-094,SMK,9/29/22,1,T,2,2.605,2.605,2.24,"yes, MAS",KR,,125,145,165,65.3,0.06,65.2,159,133,59.6,34.8,24.8
CHPU,2022-CHPU-SMK-095,SMK,9/29/22,2,O,2,2.89,2.799,2.385,"yes, MAS altered",KR,,130,155,174,80.8,0.07,80.7,173,143,76.6,43.6,33
CHPU,2022-CHPU-SMK-096,SMK,9/29/22,1,T,2,2.584,2.584,2.238,"yes, MAS",KR,,120,141,159,59.5,0.07,59.4,158,133,57.9,34.7,23.2
CHPU,2022-CHPU-SMK-097,SMK,9/29/22,2,O,2,2.563,2.425,2.254,"yes, MAS altered",KR,,109,123,135,43.8,0.05,43.8,146,134,46.3,35.6,10.7
CHPU,2022-CHPU-SMK-098,SMK,9/29/22,1,O,1,2.255,2.255,0,"yes, MAS",KR,,104,120,134,35,0.03,35,134,0,35.7,0,35.7
CHPU,2022-CHPU-SMK-099,SMK,9/29/22,2,O,2,2.628,2.494,2.105,"yes, MAS altered",KR,,120,138,156,66.5,0.37,66.1,151,124,51.1,27.8,23.3
CHPU,2022-CHPU-SMK-100,SMK,9/29/22,1,O,1,2.297,2.193,0,"yes, MAS",KR,,105,125,139,38.7,0.02,38.7,130,0,32.2,0,32.2
CHPU,2022-CHPU-SMK-101,SMK,9/29/22,2,T,3,2.74,2.74,2.433,"yes, MAS",KR,,135,155,174,82.3,0.03,82.3,169,147,71.1,46.8,24.3
CHPU,2022-CHPU-SMK-102,SMK,9/29/22,2,O,2,2.576,2.399,1.99,"yes, MAS altered",KR,,120,145,159,57.6,0.04,57.6,144,116,44.5,22.6,21.9
CHPU,2022-CHPU-SMK-103,SMK,9/29/22,0,T,1,2.507,2.507,0,"yes, MAS",KR,,111,132,148,49.5,0.07,49.4,152,0,52.1,0,52.1
CHPU,2022-CHPU-SMK-104,SMK,9/29/22,2,O,2,2.511,2.467,2.233,"yes, MAS",KR,,116,138,154,59,0.1,58.9,149,133,49.2,34.4,14.7
CHPU,2022-CHPU-WNR-001,WNR,5/24/22,1,T,2,2.724,2.724,2.57,"yes, MAS",KR,,132,150,168,67.4,0.02,67.4,167,157,69.7,56.8,12.9
CHPU,2022-CHPU-WNR-002,WNR,5/24/22,1,T,2,2.397,2.397,2.283,"yes, MAS altered",KR,,113,128,146,48.6,0.08,48.5,144,136,44.4,37.3,7.1
CHPU,2022-CHPU-WNR-003,WNR,5/24/22,1,T,2,2.796,2.796,2.592,"yes, MAS",KR,,122,138,157,55.5,0.04,55.5,172,158,76.3,58.6,17.8
CHPU,2022-CHPU-WNR-004,WNR,5/24/22,2,T,3,2.861,2.861,2.669,"yes, MAS altered",KR,,138,156,175,74.1,0.32,73.8,177,164,82.7,64.9,17.8
CHPU,2022-CHPU-WNR-005,WNR,5/24/22,1,T,2,2.651,2.651,2.497,"yes, MAS",KR,,127,144,162,61.9,0.07,61.8,162,151,63.4,51.3,12
CHPU,2022-CHPU-WNR-006,WNR,5/24/22,2,O,2,2.497,2.39,2.074,"don't use, poor structure",KR,,114,131,150,44.9,0.02,44.9,,,,,
CHPU,2022-CHPU-WNR-007,WNR,5/24/22,2,T,3,2.722,2.722,2.628,"yes, MAS altered",KR,,132,150,167,71.1,0.01,71.1,167,161,69.5,61.5,8
CHPU,2022-CHPU-WNR-008,WNR,5/24/22,1,T,2,2.438,2.438,2.312,"yes, MAS altered",KR,,114,128,145,47.5,0.4,47.1,147,138,47.2,39,8.1
CHPU,2022-CHPU-WNR-009,WNR,6/9/22,1,O,1,2.401,2.344,0,"yes, MAS altered",KR,,107,124,141,41.2,0.03,41.2,141,0,41,0,41
CHPU,2022-CHPU-WNR-010,WNR,6/9/22,1,T,2,2.491,2.491,2.333,"yes, MAS altered",KR,,110,129,147,51.7,0.76,50.9,151,140,50.9,40.3,10.6
CHPU,2022-CHPU-WNR-011,WNR,6/9/22,1,T,2,2.693,2.693,2.252,"yes, MAS altered",KR,,119,136,154,59.9,0.99,58.9,165,134,67,35.5,31.5
CHPU,2022-CHPU-WNR-012,WNR,6/9/22,5,T,6,2.937,2.937,2.81,"yes, MAS altered",KR,,144,165,187,108.7,0.09,108.6,182,173,90.5,77.7,12.9
CHPU,2022-CHPU-WNR-013,WNR,6/9/22,0,O,1,1.824,1.824,0,"yes, MAS altered",KR,,88,104,118,25,0.02,25,104,0,16.3,0,16.3
CHPU,2022-CHPU-WNR-014,WNR,6/9/22,3,T,4,3.088,3.088,2.908,"yes, MAS",KR,,150,173,194,110.5,0.62,109.9,193,180,107.6,87.5,20.1
CHPU,2022-CHPU-WNR-015,WNR,6/9/22,3,T,4,3.065,3.065,2.904,"yes, MAS",KR,,135,156,176,84.9,0.06,84.8,191,180,104.8,87,17.8
CHPU,2022-CHPU-WNR-016,WNR,6/9/22,2,T,3,2.849,2.849,2.576,"yes, MAS altered",KR,,125,145,163,69.9,1.36,68.5,176,157,81.5,57.3,24.2
CHPU,2022-CHPU-WNR-017,WNR,6/9/22,3,T,4,2.966,2.966,2.821,"yes, MAS",KR,,135,157,178,91.6,0.07,91.5,184,174,93.6,78.7,14.9
CHPU,2022-CHPU-WNR-018,WNR,6/9/22,3,O,3,2.983,2.909,2.724,"yes, MAS altered",KR,,137,156,177,91.7,,91.7,180,167,87.6,69.7,17.9
CHPU,2022-CHPU-WNR-019,WNR,6/9/22,1,T,2,2.69,2.69,2.471,"yes, MAS altered",KR,,121,142,161,61,0.05,61,165,150,66.7,49.5,17.2
CHPU,2022-CHPU-WNR-020,WNR,6/9/22,2,T,3,3.071,3.071,2.899,"yes, MAS altered",KR,,138,159,180,89,0.34,88.7,192,180,105.5,86.5,19
CHPU,2022-CHPU-WNR-021,WNR,6/9/22,4,T,5,3.296,3.296,3.068,"yes, MAS altered",KR,,145,169,191,108.9,0.42,108.5,208,192,134.4,105.2,29.2
CHPU,2022-CHPU-WNR-022,WNR,6/9/22,1,T,2,2.755,2.755,2.414,"yes, MAS",KR,,131,152,172,77,2.53,74.5,170,145,72.5,45.5,27
CHPU,2022-CHPU-WNR-023,WNR,6/23/22,,,,,,,"don't use, no otolith",KR,,117,136,155,55.7,0.03,55.7,,0,,,
CHPU,2022-CHPU-WNR-024,WNR,6/23/22,3,O,3,3.195,3.129,2.897,"yes, MAS altered",KR,,147,169,191,100.6,0.69,99.9,196,180,112.5,86.3,26.2
CHPU,2022-CHPU-WNR-025,WNR,6/23/22,2,T,3,2.933,2.933,2.754,"yes, MAS altered",KR,,137,160,181,93.8,0.06,93.7,182,170,90.1,72.4,17.7
CHPU,2022-CHPU-WNR-026,WNR,6/23/22,5,O,5,3.052,3.003,2.896,"yes, MAS altered",KR,,157,181,205,123.6,0.52,123.1,187,180,97.7,86.2,11.5
CHPU,2022-CHPU-WNR-027,WNR,6/23/22,2,T,3,3.364,3.364,3.169,"yes, MAS altered",KR,,154,177,200,121.9,0.47,121.4,213,199,144,117.5,26.5
CHPU,2022-CHPU-WNR-028,WNR,6/23/22,3,O,3,2.875,2.759,2.588,"yes, MAS",KR,,137,160,181,83.9,0.11,83.8,170,158,72.9,58.2,14.6
CHPU,2022-CHPU-WNR-029,WNR,6/23/22,2,T,3,2.777,2.777,2.582,"yes, MAS",KR,,124,145,163,66.6,0.06,66.5,171,157,74.5,57.8,16.8
CHPU,2022-CHPU-WNR-030,WNR,6/23/22,1,T,2,3.044,3.044,2.489,"yes, MAS altered",KR,,141,163,185,99.8,0.17,99.6,190,151,102.4,50.7,51.6
CHPU,2022-CHPU-WNR-031,WNR,6/23/22,2,T,3,2.897,2.897,2.602,"yes, MAS altered",KR,,143,165,185,89.3,0.11,89.2,180,159,86.3,59.4,27
CHPU,2022-CHPU-WNR-032,WNR,6/23/22,2,O,2,2.629,2.581,2.361,"yes, MAS",KR,,128,147,168,67.2,0.02,67.2,157,142,57.7,42.1,15.6
CHPU,2022-CHPU-WNR-033,WNR,6/23/22,2,O,2,2.864,2.786,2.368,"yes, MAS altered",KR,,131,151,173,73.4,0.03,73.4,172,142,75.4,42.5,32.9
CHPU,2022-CHPU-WNR-034,WNR,6/23/22,4,T,5,3.242,3.242,3.124,"yes, MAS altered",KR,,165,190,211,152.2,0.48,151.7,204,196,127,111.9,15.1
CHPU,2022-CHPU-WNR-035,WNR,6/23/22,2,T,3,2.778,2.778,2.535,"yes, MAS altered",KR,,136,158,179,89,0.45,88.6,171,154,74.6,54.1,20.5
CHPU,2022-CHPU-WNR-036,WNR,6/23/22,2,O,2,2.788,2.727,2.433,"yes, MAS",KR,,126,143,162,62.3,1.4,60.9,168,147,70,46.8,23.1
CHPU,2022-CHPU-WNR-037,WNR,6/23/22,1,T,2,2.421,2.421,2.091,"yes, MAS altered",KR,,122,141,160,57.8,0.04,57.8,146,123,46,27.1,18.9
CHPU,2022-CHPU-WNR-038,WNR,6/23/22,1,T,2,2.796,2.796,2.203,"yes, MAS altered",KR,,121,143,162,67.1,0.07,67,172,131,76.3,32.8,43.5
CHPU,2022-CHPU-WNR-039,WNR,6/23/22,3,O,3,2.74,2.64,2.449,"yes, MAS altered",KR,,138,160,181,84.4,0.14,84.3,161,148,62.5,47.9,14.5
CHPU,2022-CHPU-WNR-040,WNR,7/6/22,4,T,5,3.341,3.341,3.086,"yes, MAS altered",KR,,167,190,214,159.3,,159.3,211,193,140.7,107.3,33.4
CHPU,2022-CHPU-WNR-041,WNR,7/6/22,3,T,4,2.973,2.973,2.823,"yes, MAS altered",KR,,140,160,181,88,1.66,86.3,185,174,94.4,78.9,15.5
CHPU,2022-CHPU-WNR-042,WNR,7/6/22,3,T,4,2.922,2.922,2.779,"yes, MAS altered",KR,,145,168,190,93,0.09,92.9,181,171,88.9,74.7,14.2
CHPU,2022-CHPU-WNR-043,WNR,7/6/22,3,T,4,2.93,2.93,2.762,"yes, MAS",KR,,139,158,179,84.8,0.06,84.7,182,170,89.8,73.1,16.6
CHPU,2022-CHPU-WNR-044,WNR,7/6/22,0,O,1,2.342,2.342,0,"yes, MAS",KR,,95,110,125,30.9,0.01,30.9,140,0,40.9,0,40.9
CHPU,2022-CHPU-WNR-045,WNR,7/6/22,3,T,4,2.788,2.788,2.669,"yes, MAS",KR,,139,158,177,87.1,0.26,86.8,172,164,75.6,64.9,10.7
CHPU,2022-CHPU-WNR-046,WNR,7/6/22,6,T,7,3.191,3.191,3.089,"yes, MAS altered",KR,,159,181,203,123.8,0.62,123.2,200,193,120.3,107.7,12.7
CHPU,2022-CHPU-WNR-047,WNR,7/6/22,4,T,5,3.025,3.025,2.812,"yes, MAS altered",KR,,154,178,200,116.4,1.08,115.3,189,174,100.2,77.9,22.4
CHPU,2022-CHPU-WNR-048,WNR,7/6/22,5,T,6,3.241,3.241,3.049,"yes, MAS altered",KR,,161,183,205,127.7,0.56,127.1,204,190,126.9,103,23.9
CHPU,2022-CHPU-WNR-049,WNR,8/9/22,,,,,,,"don't use, no otolith",KR,,118,137,156,56.1,0.03,56.1,,0,,,
CHPU,2022-CHPU-WNR-050,WNR,8/9/22,2,T,3,2.718,2.718,2.379,"yes, MAS",KR,,139,158,178,76.7,0.05,76.7,167,143,69.2,43.2,25.9
CHPU,2022-CHPU-WNR-051,WNR,8/9/22,2,T,3,2.651,2.651,2.455,"yes, MAS altered",KR,,135,149,174,64.2,0.05,64.2,162,148,63.4,48.3,15
CHPU,2022-CHPU-WNR-052,WNR,8/9/22,1,T,2,2.456,2.456,2.187,"yes, MAS altered",KR,,115,132,151,45.5,0.03,45.5,148,129,48.4,31.9,16.5
CHPU,2022-CHPU-WNR-053,WNR,8/9/22,4,O,4,3.12,3.12,2.91,"yes, MAS altered",KR,,149,167,188,108.7,0.36,108.3,195,181,111.4,87.7,23.8
CHPU,2022-CHPU-WNR-054,WNR,8/9/22,3,O,3,2.818,2.732,2.554,"yes, MAS altered",KR,,142,162,181,86,0.04,86,168,155,70.4,55.6,14.8
CHPU,2022-CHPU-WNR-055,WNR,8/9/22,2,O,2,2.809,2.693,2.484,"yes, MAS altered",KR,,131,151,171,69,0.01,69,165,150,67,50.4,16.6
CHPU,2022-CHPU-WNR-056,WNR,8/9/22,3,O,3,2.603,2.493,2.286,"yes, MAS altered",KR,,120,136,156,51.9,0.03,51.9,151,136,51,37.5,13.6
CHPU,2022-CHPU-WNR-057,WNR,8/9/22,3,T,4,3.106,3.106,2.91,"yes, MAS",KR,,155,177,200,131.4,0.46,130.9,194,181,109.7,87.7,22.1
CHPU,2022-CHPU-WNR-058,WNR,8/9/22,1,T,2,2.724,2.724,2.426,"yes, MAS",KR,,125,143,161,59.2,0.02,59.2,167,146,69.7,46.3,23.4
CHPU,2022-CHPU-WNR-059,WNR,8/9/22,2,T,3,2.831,2.831,2.632,"yes, MAS altered",KR,,139,160,179,87.8,0.04,87.8,175,161,79.7,61.8,17.9
CHPU,2022-CHPU-WNR-060,WNR,8/9/22,1,T,2,2.682,2.682,2.369,"yes, MAS altered",KR,,123,142,160,55.3,0.01,55.3,164,142,66,42.6,23.4
CHPU,2022-CHPU-WNR-061,WNR,8/9/22,1,T,2,2.761,2.761,2.51,"yes, MAS",KR,,130,149,169,67.9,0.03,67.9,170,152,73,52.3,20.8
CHPU,2022-CHPU-WNR-062,WNR,8/9/22,1,T,2,2.708,2.708,2.313,"yes, MAS",KR,,136,155,175,81.1,0.05,81.1,166,138,68.3,39.1,29.2
CHPU,2022-CHPU-WNR-063,WNR,8/16/22,5,O,5,3.333,3.278,3.157,"yes, MAS altered",KR,,172,195,218,153.5,0.95,152.6,207,198,131.9,116,15.9
CHPU,2022-CHPU-WNR-064,WNR,8/16/22,2,T,3,2.363,2.363,2.112,"yes, MAS",KR,,122,138,157,54.6,0.04,54.6,142,124,42.2,28.1,14.1
CHPU,2022-CHPU-WNR-065,WNR,8/16/22,,,,,,,"don't use, no otolith",KR,,113,127,146,40.4,0.17,40.2,,0,,,
CHPU,2022-CHPU-WNR-066,WNR,8/16/22,3,T,4,3.022,3.022,2.905,"yes, MAS altered",KR,,151,171,192,103.8,0.45,103.4,188,180,99.9,87.1,12.7
CHPU,2022-CHPU-WNR-067,WNR,8/16/22,2,T,3,2.434,2.434,2.185,"yes, MAS altered",KR,,119,134,152,51.9,0.04,51.9,147,129,46.9,31.8,15.1
CHPU,2022-CHPU-WNR-068,WNR,8/16/22,3,T,4,2.956,2.956,2.797,"yes, MAS",KR,,146,166,189,90.5,0.2,90.3,184,173,92.5,76.4,16.1
CHPU,2022-CHPU-WNR-069,WNR,8/16/22,1,T,2,2.627,2.627,2.313,"yes, MAS altered",KR,,120,135,152,47.1,0.35,46.8,161,138,61.4,39.1,22.3
CHPU,2022-CHPU-WNR-070,WNR,8/16/22,3,T,4,2.789,2.789,2.596,"yes, MAS",KR,,147,166,188,91.8,0.12,91.7,172,158,75.7,58.9,16.8
CHPU,2022-CHPU-WNR-071,WNR,8/16/22,2,O,2,2.489,2.427,2.174,"yes, MAS",KR,,115,131,149,47,0.45,46.6,146,129,46.4,31.2,15.1
CHPU,2022-CHPU-WNR-072,WNR,8/16/22,2,O,2,2.589,2.529,2.292,"yes, MAS",KR,,130,147,166,65.1,0.01,65.1,154,137,53.7,37.8,15.9
CHPU,2022-CHPU-WNR-073,WNR,8/16/22,1,T,2,2.277,2.277,2.071,"yes, MAS altered",KR,,113,127,145,44.3,0.31,44,136,121,36.9,26.2,10.8
CHPU,2022-CHPU-WNR-074,WNR,8/16/22,2,T,3,2.651,2.651,2.531,"yes, MAS altered",KR,,132,149,169,67.8,0.07,67.7,162,154,63.4,53.8,9.5
CHPU,2022-CHPU-WNR-075,WNR,8/16/22,1,T,2,2.769,2.769,2.496,"yes, MAS",KR,,132,151,170,73,0.08,72.9,171,151,73.8,51.3,22.5
CHPU,2022-CHPU-WNR-076,WNR,8/16/22,2,T,3,2.795,2.795,2.615,"yes, MAS altered",KR,,131,150,170,75.4,0.05,75.4,172,160,76.2,60.4,15.8
CHPU,2022-CHPU-WNR-077,WNR,8/16/22,1,T,2,2.434,2.434,2.234,"yes, MAS",KR,,129,145,165,61,0.05,61,147,133,46.9,34.5,12.4
CHPU,2022-CHPU-WNR-078,WNR,9/1/22,5,O,5,3.363,3.289,3.131,"yes, MAS altered",KR,,157,182,206,147.8,0.36,147.4,207,196,133.4,112.8,20.6
CHPU,2022-CHPU-WNR-079,WNR,9/1/22,2,O,2,2.524,2.453,2.24,"yes, MAS altered",KR,,121,141,161,71.4,0.06,71.3,148,133,48.2,34.8,13.4
CHPU,2022-CHPU-WNR-080,WNR,9/1/22,1,T,2,2.58,2.58,2.288,"yes, MAS",KR,,123,142,161,64.4,0.1,64.3,157,137,57.6,37.6,20
CHPU,2022-CHPU-WNR-081,WNR,9/1/22,,,,,,,"don't use, no otolith",KR,,98,113,129,33.3,0.04,33.3,,0,,,
CHPU,2022-CHPU-WNR-082,WNR,9/1/22,3,T,4,3.065,3.065,2.98,"yes, MAS",KR,,148,168,192,115.9,0.43,115.5,191,185,104.8,95.2,9.7
CHPU,2022-CHPU-WNR-083,WNR,9/1/22,0,T,1,2.307,2.307,0,"yes, MAS altered",KR,,100,119,135,35.5,0.01,35.5,138,0,38.7,0,38.7
CHPU,2022-CHPU-WNR-084,WNR,9/1/22,1,T,2,2.663,2.663,2.231,"yes, MAS",KR,,121,140,160,63.4,0.08,63.3,163,133,64.4,34.3,30.1
CHPU,2022-CHPU-WNR-085,WNR,9/1/22,3,T,4,3.007,3.007,2.874,"yes, MAS",KR,,159,183,206,135.6,0.37,135.2,187,178,98.2,84,14.2
CHPU,2022-CHPU-WNR-086,WNR,9/1/22,1,T,2,2.559,2.559,2.274,"yes, MAS",KR,,116,134,151,57,0.04,57,156,136,56,36.8,19.2
CHPU,2022-CHPU-WNR-087,WNR,9/1/22,2,T,3,2.872,2.872,2.606,"yes, MAS altered",KR,,132,153,172,82.3,0.06,82.2,178,159,83.8,59.7,24.1
CHPU,2022-CHPU-WNR-088,WNR,9/1/22,2,T,3,3.003,3.003,2.833,"yes, MAS altered",KR,,145,166,189,105.3,,105.3,187,175,97.7,79.9,17.8
CHPU,2022-CHPU-WNR-089,WNR,9/1/22,0,T,1,2.253,2.253,0,"yes, MAS altered",KR,,103,121,137,37.3,0.01,37.3,134,0,35.6,0,35.6
CHPU,2022-CHPU-WNR-090,WNR,9/1/22,4,T,5,3.052,3.052,2.855,"yes, MAS altered",KR,,150,174,195,128.2,0.55,127.7,191,177,103.3,82.1,21.2
CHPU,2022-CHPU-WNR-091,WNR,9/1/22,1,O,1,2.305,2.262,0,"yes, MAS altered",KR,,101,116,131,33.7,0.1,33.6,135,0,36.1,0,36.1
CHPU,2022-CHPU-WNR-092,WNR,9/1/22,2,T,3,2.771,2.771,2.589,"yes, MAS",KR,,135,155,176,87.5,0.05,87.5,171,158,74,58.3,15.7
CHPU,2022-CHPU-WNR-093,WNR,9/1/22,1,T,2,2.592,2.592,2.311,"yes, MAS altered",KR,,122,142,161,66.1,0.03,66.1,158,138,58.6,39,19.6
CHPU,2022-CHPU-WNR-094,WNR,9/1/22,3,T,4,3.025,3.025,2.884,"yes, MAS",KR,,141,166,187,118,0.1,117.9,189,179,100.2,85,15.2
CHPU,2022-CHPU-WNR-095,WNR,9/1/22,0,T,1,2.239,2.239,0,"yes, MAS altered",KR,,101,117,134,35.3,0.01,35.3,133,0,34.8,0,34.8
CHPU,2022-CHPU-WNR-096,WNR,9/1/22,,,,,,,"don't use, no otolith",KR,,130,151,171,82.5,0.1,82.4,,0,,,
CHPU,2022-CHPU-WNR-097,WNR,9/14/22,2,O,2,2.587,2.451,2.129,"yes, MAS altered",KR,,121,140,160,68.4,0.04,68.4,148,125,48.1,29,19.1
CHPU,2022-CHPU-WNR-098,WNR,9/14/22,2,O,2,2.574,2.465,2.088,"yes, MAS altered",KR,,116,136,155,54.4,0.31,54.1,149,122,49,27,22.1
CHPU,2022-CHPU-WNR-099,WNR,9/14/22,2,O,3,2.576,2.366,1.996,"yes, MAS altered",KR,,122,142,160,56,0.05,56,142,116,42.4,22.9,19.5
CHPU,2022-CHPU-WNR-100,WNR,9/14/22,1,T,2,2.554,2.554,2.087,"yes, MAS altered",KR,,115,134,151,53.3,0.27,53,155,122,55.6,26.9,28.7
CHPU,2022-CHPU-WNR-101,WNR,9/14/22,0,T,1,2.114,2.114,0,"yes, MAS altered",KR,,101,118,135,33,0.11,32.9,124,0,28.2,0,28.2
CHPU,2022-CHPU-WNR-102,WNR,9/14/22,2,O,2,2.322,2.237,1.839,"yes, MAS altered",KR,,115,134,151,46,0.04,46,133,105,34.7,16.8,17.8
CHPU,2022-CHPU-WNR-103,WNR,9/14/22,4,T,5,3.311,3.311,3.144,"yes, MAS altered",KR,,144,166,187,97.3,0.38,96.9,209,197,136.5,114.4,22.1
CHPU,2022-CHPU-WNR-104,WNR,9/14/22,1,T,2,2.632,2.632,2.342,"yes, MAS",KR,,116,137,155,51.5,0.05,51.5,161,140,61.8,40.8,20.9
CHPU,2022-CHPU-WNR-105,WNR,9/14/22,2,T,3,2.505,2.505,2.159,"yes, MAS altered",KR,,126,146,164,58.9,0.05,58.9,152,127,51.9,30.5,21.4
CHPU,2022-CHPU-WNR-106,WNR,9/14/22,0,T,1,2.191,2.191,0,"yes, MAS altered",KR,,109,125,142,35.6,0.05,35.6,130,0,32.1,0,32.1
CHPU,2022-CHPU-WNR-107,WNR,9/14/22,2,O,2,2.636,2.584,2.307,"yes, MAS altered",KR,,121,140,158,55,0.25,54.8,158,138,57.9,38.7,19.2
CHPU,2022-CHPU-WNR-108,WNR,9/14/22,8,T,9,3.497,3.497,3.383,"yes, MAS altered",KR,,180,206,234,172.4,0.17,172.2,222,214,164.3,146.8,17.4
CHPU,2022-CHPU-WNR-109,WNR,9/14/22,,,,,,,"don't use, no otolith",KR,,119,137,156,55.2,0.22,55,,0,,,
CHPU,2022-CHPU-WNR-110,WNR,9/14/22,3,T,4,2.885,2.885,2.701,"yes, MAS altered",KR,,144,166,186,89.6,0.05,89.6,179,166,85.1,67.7,17.4
CHPU,2022-CHPU-WNR-111,WNR,9/14/22,2,T,3,2.568,2.568,2.444,"yes, MAS altered",KR,,131,150,169,66.1,0.11,66,156,148,56.7,47.6,9.1
CHPU,2022-CHPU-WNR-112,WNR,9/14/22,5,T,6,2.968,2.968,2.808,"yes, MAS altered",KR,,158,183,208,133.3,0.53,132.8,185,173,93.8,77.5,16.4
CHPU,2022-CHPU-WNR-113,WNR,9/14/22,1,T,2,2.592,2.592,2.192,"yes, MAS altered",KR,,120,139,158,56.4,0.04,56.4,158,130,58.6,32.2,26.4
CHPU,2022-CHPU-WNR-114,WNR,9/14/22,1,O,1,2.251,2.204,0,"yes, MAS altered",KR,,96,112,128,28,0.01,28,131,0,32.8,0,32.8
CHPU,2022-CHPU-WNR-115,WNR,9/14/22,3,T,4,2.837,2.837,2.69,"yes, MAS altered",KR,,143,167,184,99.3,0.13,99.2,175,165,80.3,66.7,13.6
