Species,Number,Site,date collected,complete increments,O/T,Age,D1 (mm) (to edge),D2 (mm),D3 (mm),otolith measurement check & comments,initial oto reader (initials),checker (initials),SL (mm),FL (mm),TL (mm),whole Body mass (g),gonad mass (g),somatic mass (g),Predicted TL 2022,Predicted TL 2021,Predicted Somatic Mass (g) 2022,Predicted Somatic Mass (g) 2021,Predicted growth 2021-2022 (g)
SEPU,2022-SEPU-WNR-040,WNR,6/23/22,4,O,4,2.919,2.847,2.569,"yes, MAS altered",RJ,,195,237,248,238.5,5.69,232.8,252,228,255.0,189.7,65.2
SEPU,2022-SEPU-WNR-041,WNR,6/23/22,6,O,6,3.214,3.135,2.757,"yes, MAS",RJ,,255,303,319,562.1,40.67,521.4,276,244,336.8,232.3,104.5
SEPU,2022-SEPU-WNR-042,WNR,7/6/22,0,O,1,1.635,1.635,0.000,"yes, MAS altered",RJ,,91,113,113,23.2,,23.2,149,0,52.8,0.0,52.8
SEPU,2022-SEPU-WNR-043,WNR,7/6/22,6,O,6,3.263,3.209,2.994,"yes, MAS altered",RJ,,235,279,292,428.9,28.84,400.1,282,264,360.3,294.8,65.5
SEPU,2022-SEPU-WNR-044,WNR,7/6/22,5,T,6,3.257,3.257,3.038,"yes, MAS altered",RJ,,240,288,302,431.3,21.24,410.1,286,268,376.1,307.5,68.6
SEPU,2022-SEPU-WNR-045,WNR,7/6/22,4,T,5,3.188,3.188,2.981,"yes, MAS altered",RJ,,257,304,316,520.7,24.90,495.8,280,263,353.5,291.1,62.4
SEPU,2022-SEPU-WNR-046,WNR,7/6/22,5,O,5,3.191,3.054,2.908,"yes, MAS altered",RJ,,242,286,300,488.7,29.84,458.9,269,257,312.1,271.0,41.0
SEPU,2022-SEPU-WNR-047,WNR,7/6/22,6,T,7,3.465,3.465,3.236,"yes, MAS altered",RJ,,258,300,318,512.0,26.00,486.0,304,285,450.2,369.2,81.0
SEPU,2022-SEPU-WNR-048,WNR,7/6/22,4,T,5,2.723,2.723,2.488,"yes, MAS altered",RJ,,208,247,255,261.9,14.78,247.1,241,221,224.3,173.1,51.2
SEPU,2022-SEPU-WNR-049,WNR,7/6/22,7,T,8,3.501,3.501,3.303,"yes, MAS altered",RJ,,277,326,344,692.1,39.41,652.7,307,290,463.9,391.8,72.1
SEPU,2022-SEPU-WNR-050,WNR,7/6/22,3,T,4,3.187,3.187,2.747,"yes, MAS altered",RJ,,226,271,279,358.0,15.36,342.6,280,243,353.2,230.0,123.2
SEPU,2022-SEPU-WNR-051,WNR,7/6/22,5,O,5,3.189,3.131,2.912,"yes, MAS altered",RJ,,234,279,291,387.8,23.85,364.0,276,257,335.5,272.1,63.4
SEPU,2022-SEPU-WNR-052,WNR,8/9/22,6,O,6,3.068,2.973,2.835,"yes, MAS altered",RJ,,213,255,264,327.0,16.02,311.0,262,251,288.9,251.9,37.0
SEPU,2022-SEPU-WNR-053,WNR,8/9/22,4,T,5,3.371,3.371,3.058,"yes, MAS altered",RJ,,240,291,304,509.8,20.78,489.0,296,269,415.6,313.4,102.2
SEPU,2022-SEPU-WNR-054,WNR,8/9/22,4,T,5,3.497,3.497,3.126,"yes, MAS altered",RJ,,244,293,307,469.5,21.95,447.6,307,275,462.3,334.0,128.4
SEPU,2022-SEPU-WNR-055,WNR,8/9/22,5,O,5,3.156,3.093,2.897,"yes, MAS altered",RJ,,227,270,282,376.9,18.32,358.6,272,256,323.9,268.1,55.8
SEPU,2022-SEPU-WNR-056,WNR,8/9/22,6,O,6,3.297,3.245,3.023,"yes, MAS altered",RJ,,250,296,309,474.7,24.25,450.5,285,267,372.1,303.2,69.0
SEPU,2022-SEPU-WNR-057,WNR,8/9/22,5,T,6,3.194,3.194,2.942,"yes, MAS altered",RJ,,235,281,285,412.0,22.10,389.9,281,260,355.5,280.3,75.2
SEPU,2022-SEPU-WNR-058,WNR,8/9/22,6,O,6,3.213,3.124,3.002,"yes, MAS altered",RJ,,240,287,298,420.9,20.35,400.6,275,265,333.4,297.1,36.3
SEPU,2022-SEPU-WNR-059,WNR,8/9/22,6,O,6,3.628,3.489,3.206,"yes, MAS altered",RJ,,256,308,321,602.3,36.64,565.7,306,282,459.3,359.3,99.9
SEPU,2022-SEPU-WNR-060,WNR,8/9/22,5,O,5,3.257,3.129,2.926,"yes, MAS altered",RJ,,249,296,309,498.8,9.12,489.7,275,258,334.9,275.9,59.0
SEPU,2022-SEPU-WNR-061,WNR,8/9/22,6,O,6,3.060,2.996,2.736,"yes, MAS altered",RJ,,215,255,266,329.0,11.25,317.8,264,242,295.4,227.4,68.0
SEPU,2022-SEPU-WNR-062,WNR,8/16/22,5,O,5,2.913,2.824,2.660,"yes, MAS altered",RJ,,211,252,261,275.0,13.76,261.2,250,236,249.1,209.7,39.4
SEPU,2022-SEPU-WNR-063,WNR,8/16/22,7,O,7,3.447,3.366,3.228,"yes, MAS altered",RJ,,218,260,270,321.3,15.18,306.1,296,284,413.8,366.5,47.3
SEPU,2022-SEPU-WNR-064,WNR,8/16/22,7,O,7,3.491,3.412,3.206,"yes, MAS altered",RJ,,223,261,271,333.3,13.26,320.0,299,282,430.5,359.3,71.1
SEPU,2022-SEPU-WNR-065,WNR,8/16/22,3,T,4,2.658,2.658,2.415,"yes, MAS altered",RJ,,172,208,216,158.5,0.79,157.7,236,215,209.2,159.0,50.3
SEPU,2022-SEPU-WNR-066,WNR,8/16/22,7,T,8,3.490,3.490,3.291,"yes, MAS altered",RJ,,262,303,317,475.8,28.76,447.0,306,289,459.7,387.6,72.0
SEPU,2022-SEPU-WNR-067,WNR,8/16/22,6,O,6,3.407,3.334,3.109,"yes, MAS altered",RJ,,243,286,299,418.4,20.01,398.4,293,274,402.5,328.8,73.8
SEPU,2022-SEPU-WNR-068,WNR,8/16/22,5,O,5,2.898,2.820,2.589,"yes, MAS altered",RJ,,213,249,255,285.0,11.70,273.3,249,230,248.1,194.0,54.0
SEPU,2022-SEPU-WNR-069,WNR,8/16/22,6,O,6,2.797,2.754,2.637,"yes, MAS altered",RJ,,217,256,267,303.5,9.06,294.4,244,234,231.7,204.5,27.2
SEPU,2022-SEPU-WNR-070,WNR,8/16/22,4,T,5,2.894,2.894,2.679,"yes, MAS altered",RJ,,220,256,268,318.2,15.57,302.6,256,237,267.3,214.0,53.3
SEPU,2022-SEPU-WNR-071,WNR,8/16/22,5,T,6,3.318,3.318,3.060,"yes, MAS altered",RJ,,221,260,268,316.4,17.11,299.3,291,270,396.9,314.0,82.9
SEPU,2022-SEPU-WNR-072,WNR,8/16/22,7,O,7,3.424,3.336,3.016,"yes, MAS altered",RJ,,245,289,302,462.2,28.42,433.8,293,266,403.2,301.1,102.1
SEPU,2022-SEPU-WNR-073,WNR,8/16/22,4,O,4,2.859,2.812,2.509,"yes, MAS altered",RJ,,218,255,265,256.1,16.83,239.3,249,223,246.0,177.3,68.7
SEPU,2022-SEPU-WNR-074,WNR,9/1/22,4,T,5,3.228,3.228,2.835,"yes, MAS altered",RJ,,235,282,294,420.0,16.66,403.3,284,251,366.5,251.9,114.6
SEPU,2022-SEPU-WNR-075,WNR,9/1/22,6,T,7,,3.392,3.141,"don't use, broken",RJ,,255,300,311,466.2,24.34,441.9,,,,,
SEPU,2022-SEPU-WNR-076,WNR,9/14/22,6,O,6,2.920,2.827,2.687,"yes, MAS altered",RJ,,215,258,268,315.1,15.66,299.4,250,238,249.8,215.9,34.0
SEPU,2022-SEPU-WNR-077,WNR,9/14/22,7,O,7,3.320,3.264,3.096,"yes, MAS altered",RJ,,230,275,286,349.2,16.76,332.4,287,273,378.5,324.8,53.7
SEPU,2022-SEPU-WNR-078,WNR,9/28/22,7,O,7,3.235,3.170,3.015,"yes, MAS altered",RJ,,237,273,290,374.2,14.19,360.0,279,266,347.8,300.8,46.9
SEPU,2022-SEPU-WNR-079,WNR,9/28/22,8,O,8,3.622,3.549,3.435,"yes, MAS altered",RJ,,271,321,336,570.7,18.19,552.5,311,301,482.6,438.9,43.7
SEPU,2022-SEPU-WNR-080,WNR,9/28/22,6,O,6,3.232,3.167,2.947,"yes, MAS altered",RJ,,245,290,303,429.9,6.48,423.4,279,260,346.8,281.7,65.2
